;A;B;C;DR;freq;AA;BB;CC;DDR
1;1;13;1;13;1,32E-05;A1;B13;C1;DR13
2;1;13;6;1;4,70E-05;A1;B13;C6;DR1
3;1;13;6;10;1,24E-11;A1;B13;C6;DR10
4;1;13;6;13;0,000158066;A1;B13;C6;DR13
5;1;13;6;14;2,56E-05;A1;B13;C6;DR14
6;1;13;6;7;0,000416597;A1;B13;C6;DR7
7;1;13;7;15;7,46E-06;A1;B13;C7;DR15
8;1;13;7;4;3,39E-05;A1;B13;C7;DR4
9;1;13;7;7;0,000141827;A1;B13;C7;DR7
10;1;14;15;16;1,32E-05;A1;B14;C15;DR16
11;1;14;15;4;9,15E-06;A1;B14;C15;DR4
12;1;14;2;1;8,76E-05;A1;B14;C2;DR1
13;1;14;2;15;2,64E-05;A1;B14;C2;DR15
14;1;14;6;1;1,32E-05;A1;B14;C6;DR1
15;1;14;8;1;0,000751024;A1;B14;C8;DR1
16;1;14;8;10;4,74E-05;A1;B14;C8;DR10
17;1;14;8;13;2,20E-05;A1;B14;C8;DR13
18;1;14;8;14;3,80E-05;A1;B14;C8;DR14
19;1;14;8;15;4,51E-05;A1;B14;C8;DR15
20;1;14;8;3;6,03E-05;A1;B14;C8;DR3
21;1;14;8;4;3,34E-05;A1;B14;C8;DR4
22;1;14;8;7;0,00054187;A1;B14;C8;DR7
23;1;14;8;8;1,43E-05;A1;B14;C8;DR8
24;1;15;1;9;0,000146697;A1;B15;C1;DR9
25;1;15;12;7;1,32E-05;A1;B15;C12;DR7
26;1;15;14;10;4,06E-05;A1;B15;C14;DR10
27;1;15;15;13;3,89E-05;A1;B15;C15;DR13
28;1;15;16;1;4,32E-07;A1;B15;C16;DR1
29;1;15;16;8;2,33E-05;A1;B15;C16;DR8
30;1;15;17;4;2,50E-05;A1;B15;C17;DR4
31;1;15;18;7;1,32E-05;A1;B15;C18;DR7
32;1;15;2;4;3,39E-05;A1;B15;C2;DR4
33;1;15;2;7;2,98E-05;A1;B15;C2;DR7
34;1;15;3;1;0,000112287;A1;B15;C3;DR1
35;1;15;3;13;0,000785137;A1;B15;C3;DR13
36;1;15;3;14;1,24E-05;A1;B15;C3;DR14
37;1;15;3;15;9,75E-05;A1;B15;C3;DR15
38;1;15;3;16;2,20E-05;A1;B15;C3;DR16
39;1;15;3;4;0,000218952;A1;B15;C3;DR4
40;1;15;3;7;4,10E-05;A1;B15;C3;DR7
41;1;15;3;8;4,89E-05;A1;B15;C3;DR8
42;1;15;4;8;6,13E-05;A1;B15;C4;DR8
43;1;15;5;4;2,63E-05;A1;B15;C5;DR4
44;1;15;6;8;1,31E-05;A1;B15;C6;DR8
45;1;15;7;11;5,76E-05;A1;B15;C7;DR11
46;1;15;7;13;0,001539452;A1;B15;C7;DR13
47;1;15;7;15;0,000142295;A1;B15;C7;DR15
48;1;15;7;16;1,38E-05;A1;B15;C7;DR16
49;1;15;7;4;7,49E-05;A1;B15;C7;DR4
50;1;18;12;7;1,34E-05;A1;B18;C12;DR7
51;1;18;16;13;5,75E-06;A1;B18;C16;DR13
52;1;18;2;13;1,52E-05;A1;B18;C2;DR13
53;1;18;5;13;1,20E-05;A1;B18;C5;DR13
54;1;18;5;15;8,14E-05;A1;B18;C5;DR15
55;1;18;5;3;0,000157839;A1;B18;C5;DR3
56;1;18;5;7;0,000548228;A1;B18;C5;DR7
57;1;18;5;8;1,97E-05;A1;B18;C5;DR8
58;1;18;6;1;7,69E-06;A1;B18;C6;DR1
59;1;18;6;11;6,33E-05;A1;B18;C6;DR11
60;1;18;6;7;0,000169837;A1;B18;C6;DR7
61;1;18;7;10;1,33E-05;A1;B18;C7;DR10
62;1;18;7;11;0,000342629;A1;B18;C7;DR11
63;1;18;7;13;2,55E-05;A1;B18;C7;DR13
64;1;18;7;14;4,23E-05;A1;B18;C7;DR14
65;1;18;7;8;3,67E-05;A1;B18;C7;DR8
66;1;27;1;1;5,14E-05;A1;B27;C1;DR1
67;1;27;1;13;0,000102321;A1;B27;C1;DR13
68;1;27;1;16;2,38E-05;A1;B27;C1;DR16
69;1;27;1;3;7,57E-05;A1;B27;C1;DR3
70;1;27;1;4;1,76E-05;A1;B27;C1;DR4
71;1;27;15;11;1,44E-05;A1;B27;C15;DR11
72;1;27;15;4;1,33E-05;A1;B27;C15;DR4
73;1;27;16;8;1,31E-05;A1;B27;C16;DR8
74;1;27;2;1;0,000208909;A1;B27;C2;DR1
75;1;27;2;11;0,00012098;A1;B27;C2;DR11
76;1;27;2;13;8,40E-05;A1;B27;C2;DR13
77;1;27;2;14;5,84E-05;A1;B27;C2;DR14
78;1;27;2;15;0,000384235;A1;B27;C2;DR15
79;1;27;2;3;0,000217401;A1;B27;C2;DR3
80;1;27;2;4;9,62E-05;A1;B27;C2;DR4
81;1;27;2;7;2,35E-05;A1;B27;C2;DR7
82;1;27;2;8;2,23E-05;A1;B27;C2;DR8
83;1;27;5;3;1,32E-05;A1;B27;C5;DR3
84;1;27;5;8;2,31E-06;A1;B27;C5;DR8
85;1;27;7;13;3,98E-05;A1;B27;C7;DR13
86;1;35;1;1;0,000124835;A1;B35;C1;DR1
87;1;35;1;8;2,60E-05;A1;B35;C1;DR8
88;1;35;12;14;2,51E-05;A1;B35;C12;DR14
89;1;35;12;4;4,80E-05;A1;B35;C12;DR4
90;1;35;12;7;1,54E-05;A1;B35;C12;DR7
91;1;35;12;8;1,28E-05;A1;B35;C12;DR8
92;1;35;16;7;6,00E-06;A1;B35;C16;DR7
93;1;35;2;12;1,39E-05;A1;B35;C2;DR12
94;1;35;3;14;6,15E-05;A1;B35;C3;DR14
95;1;35;4;1;0,000907425;A1;B35;C4;DR1
96;1;35;4;10;4,17E-05;A1;B35;C4;DR10
97;1;35;4;11;0,001042318;A1;B35;C4;DR11
98;1;35;4;12;7,80E-05;A1;B35;C4;DR12
99;1;35;4;13;0,001297572;A1;B35;C4;DR13
100;1;35;4;14;7,45E-05;A1;B35;C4;DR14
101;1;35;4;15;0,00019323;A1;B35;C4;DR15
102;1;35;4;3;0,000176913;A1;B35;C4;DR3
103;1;35;4;4;0,002689719;A1;B35;C4;DR4
104;1;35;4;7;0,000332957;A1;B35;C4;DR7
105;1;35;4;8;0,000706738;A1;B35;C4;DR8
106;1;35;6;1;0,000269249;A1;B35;C6;DR1
107;1;35;7;11;1,29E-05;A1;B35;C7;DR11
108;1;37;4;14;1,32E-05;A1;B37;C4;DR14
109;1;37;6;1;0,000636648;A1;B37;C6;DR1
110;1;37;6;10;0,002605854;A1;B37;C6;DR10
111;1;37;6;11;0,000572076;A1;B37;C6;DR11
112;1;37;6;12;2,27E-05;A1;B37;C6;DR12
113;1;37;6;13;0,001347998;A1;B37;C6;DR13
114;1;37;6;15;0,000364954;A1;B37;C6;DR15
115;1;37;6;3;0,000204284;A1;B37;C6;DR3
116;1;37;6;4;0,000440822;A1;B37;C6;DR4
117;1;37;6;7;0,00055142;A1;B37;C6;DR7
118;1;37;6;8;0,00038908;A1;B37;C6;DR8
119;1;38;12;13;0,000552779;A1;B38;C12;DR13
120;1;38;12;14;2,51E-05;A1;B38;C12;DR14
121;1;38;12;15;3,98E-05;A1;B38;C12;DR15
122;1;38;12;16;4,74E-05;A1;B38;C12;DR16
123;1;38;12;3;0,000244642;A1;B38;C12;DR3
124;1;38;12;4;0,000303779;A1;B38;C12;DR4
125;1;38;12;8;4,18E-05;A1;B38;C12;DR8
126;1;38;16;14;1,32E-05;A1;B38;C16;DR14
127;1;38;6;11;0,000568948;A1;B38;C6;DR11
128;1;38;6;13;0,00023528;A1;B38;C6;DR13
129;1;38;6;3;1,33E-05;A1;B38;C6;DR3
130;1;38;7;8;1,32E-05;A1;B38;C7;DR8
131;1;39;12;1;0,000189074;A1;B39;C12;DR1
132;1;39;12;11;0,000330183;A1;B39;C12;DR11
133;1;39;12;12;2,09E-05;A1;B39;C12;DR12
134;1;39;12;13;0,000448442;A1;B39;C12;DR13
135;1;39;12;16;3,72E-05;A1;B39;C12;DR16
136;1;39;12;3;1,12E-05;A1;B39;C12;DR3
137;1;39;12;4;6,36E-05;A1;B39;C12;DR4
138;1;39;12;7;0,000121631;A1;B39;C12;DR7
139;1;39;12;8;4,03E-05;A1;B39;C12;DR8
140;1;39;12;9;1,32E-05;A1;B39;C12;DR9
141;1;39;5;4;1,39E-05;A1;B39;C5;DR4
142;1;39;7;1;2,23E-05;A1;B39;C7;DR1
143;1;39;7;11;0,000116944;A1;B39;C7;DR11
144;1;39;7;3;5,58E-05;A1;B39;C7;DR3
145;1;39;7;8;9,46E-05;A1;B39;C7;DR8
146;1;40;15;11;0,00013424;A1;B40;C15;DR11
147;1;40;15;14;7,91E-05;A1;B40;C15;DR14
148;1;40;15;15;0,000128717;A1;B40;C15;DR15
149;1;40;15;16;0,000181087;A1;B40;C15;DR16
150;1;40;15;4;3,95E-05;A1;B40;C15;DR4
151;1;40;2;13;0,000135069;A1;B40;C2;DR13
152;1;40;2;14;2,09E-05;A1;B40;C2;DR14
153;1;40;3;11;0,00036829;A1;B40;C3;DR11
154;1;40;3;13;7,29E-05;A1;B40;C3;DR13
155;1;40;3;15;3,25E-06;A1;B40;C3;DR15
156;1;40;3;3;1,93E-05;A1;B40;C3;DR3
157;1;40;3;4;3,22E-05;A1;B40;C3;DR4
158;1;40;3;7;7,99E-05;A1;B40;C3;DR7
159;1;40;5;4;1,32E-05;A1;B40;C5;DR4
160;1;40;6;11;1,95E-05;A1;B40;C6;DR11
161;1;40;6;13;8,13E-06;A1;B40;C6;DR13
162;1;40;6;4;6,01E-05;A1;B40;C6;DR4
163;1;41;16;1;2,60E-06;A1;B41;C16;DR1
164;1;41;16;4;0,000172004;A1;B41;C16;DR4
165;1;41;17;10;0,000134832;A1;B41;C17;DR10
166;1;41;17;11;4,42E-05;A1;B41;C17;DR11
167;1;41;17;13;0,000194153;A1;B41;C17;DR13
168;1;41;17;14;1,76E-06;A1;B41;C17;DR14
169;1;41;17;15;4,34E-06;A1;B41;C17;DR15
170;1;41;17;3;0,000114535;A1;B41;C17;DR3
171;1;41;17;4;2,20E-05;A1;B41;C17;DR4
172;1;41;17;7;6,77E-05;A1;B41;C17;DR7
173;1;41;6;13;0,000221092;A1;B41;C6;DR13
174;1;41;6;3;5,83E-05;A1;B41;C6;DR3
175;1;41;6;4;1,83E-05;A1;B41;C6;DR4
176;1;41;7;13;3,32E-05;A1;B41;C7;DR13
177;1;42;17;13;1,32E-05;A1;B42;C17;DR13
178;1;42;17;7;7,63E-06;A1;B42;C17;DR7
179;1;42;17;8;2,24E-05;A1;B42;C17;DR8
180;1;44;1;12;8,95E-06;A1;B44;C1;DR12
181;1;44;1;7;3,45E-05;A1;B44;C1;DR7
182;1;44;12;8;3,91E-05;A1;B44;C12;DR8
183;1;44;15;1;4,86E-05;A1;B44;C15;DR1
184;1;44;15;13;2,21E-05;A1;B44;C15;DR13
185;1;44;15;7;0,000652387;A1;B44;C15;DR7
186;1;44;16;12;2,72E-05;A1;B44;C16;DR12
187;1;44;16;13;0,000289253;A1;B44;C16;DR13
188;1;44;16;16;3,39E-05;A1;B44;C16;DR16
189;1;44;16;3;5,96E-05;A1;B44;C16;DR3
190;1;44;16;4;0,000942567;A1;B44;C16;DR4
191;1;44;16;7;0,000695039;A1;B44;C16;DR7
192;1;44;16;8;3,08E-05;A1;B44;C16;DR8
193;1;44;2;1;7,42E-05;A1;B44;C2;DR1
194;1;44;2;10;1,43E-05;A1;B44;C2;DR10
195;1;44;2;11;6,75E-05;A1;B44;C2;DR11
196;1;44;2;12;2,39E-05;A1;B44;C2;DR12
197;1;44;2;13;2,14E-05;A1;B44;C2;DR13
198;1;44;2;16;1,69E-05;A1;B44;C2;DR16
199;1;44;2;3;1,42E-08;A1;B44;C2;DR3
200;1;44;2;4;0,000113453;A1;B44;C2;DR4
201;1;44;2;7;2,41E-05;A1;B44;C2;DR7
202;1;44;4;1;1,85E-06;A1;B44;C4;DR1
203;1;44;4;13;5,79E-06;A1;B44;C4;DR13
204;1;44;4;3;6,34E-05;A1;B44;C4;DR3
205;1;44;4;4;1,82E-05;A1;B44;C4;DR4
206;1;44;4;7;0,000362949;A1;B44;C4;DR7
207;1;44;5;1;0,000316038;A1;B44;C5;DR1
208;1;44;5;11;0,000133654;A1;B44;C5;DR11
209;1;44;5;12;0,000158975;A1;B44;C5;DR12
210;1;44;5;13;0,000243428;A1;B44;C5;DR13
211;1;44;5;15;6,30E-05;A1;B44;C5;DR15
212;1;44;5;16;1,81E-05;A1;B44;C5;DR16
213;1;44;5;3;6,68E-05;A1;B44;C5;DR3
214;1;44;5;4;0,000950569;A1;B44;C5;DR4
215;1;44;5;7;0,000118381;A1;B44;C5;DR7
216;1;44;5;8;3,12E-05;A1;B44;C5;DR8
217;1;44;6;11;9,81E-06;A1;B44;C6;DR11
218;1;44;6;13;2,65E-05;A1;B44;C6;DR13
219;1;44;6;15;1,35E-05;A1;B44;C6;DR15
220;1;44;6;7;4,88E-05;A1;B44;C6;DR7
221;1;44;7;11;2,33E-05;A1;B44;C7;DR11
222;1;44;7;14;3,61E-06;A1;B44;C7;DR14
223;1;44;7;16;4,02E-05;A1;B44;C7;DR16
224;1;44;7;7;1,85E-05;A1;B44;C7;DR7
225;1;45;16;10;2,46E-05;A1;B45;C16;DR10
226;1;45;16;4;1,40E-05;A1;B45;C16;DR4
227;1;45;16;9;1,32E-05;A1;B45;C16;DR9
228;1;45;6;13;2,32E-05;A1;B45;C6;DR13
229;1;45;6;15;2,10E-05;A1;B45;C6;DR15
230;1;45;6;3;1,34E-05;A1;B45;C6;DR3
231;1;45;6;7;1,13E-07;A1;B45;C6;DR7
232;1;47;6;10;3,78E-06;A1;B47;C6;DR10
233;1;47;6;4;1,16E-05;A1;B47;C6;DR4
234;1;47;6;7;2,06E-05;A1;B47;C6;DR7
235;1;49;7;1;0,000435154;A1;B49;C7;DR1
236;1;49;7;10;1,41E-05;A1;B49;C7;DR10
237;1;49;7;11;3,25E-05;A1;B49;C7;DR11
238;1;49;7;12;4,52E-05;A1;B49;C7;DR12
239;1;49;7;13;0,00065939;A1;B49;C7;DR13
240;1;49;7;15;8,40E-05;A1;B49;C7;DR15
241;1;49;7;3;3,72E-05;A1;B49;C7;DR3
242;1;49;7;4;0,000488779;A1;B49;C7;DR4
243;1;49;7;7;5,83E-05;A1;B49;C7;DR7
244;1;49;7;9;1,38E-05;A1;B49;C7;DR9
245;1;50;15;7;5,75E-05;A1;B50;C15;DR7
246;1;50;3;4;1,32E-05;A1;B50;C3;DR4
247;1;50;5;13;7,04E-05;A1;B50;C5;DR13
248;1;50;5;16;6,94E-07;A1;B50;C5;DR16
249;1;50;5;8;1,65E-05;A1;B50;C5;DR8
250;1;50;6;1;4,36E-05;A1;B50;C6;DR1
251;1;50;6;10;1,40E-05;A1;B50;C6;DR10
252;1;50;6;13;2,29E-05;A1;B50;C6;DR13
253;1;50;6;15;1,62E-05;A1;B50;C6;DR15
254;1;50;6;3;4,57E-05;A1;B50;C6;DR3
255;1;50;6;4;0,000117702;A1;B50;C6;DR4
256;1;50;6;7;0,000530196;A1;B50;C6;DR7
257;1;50;6;8;1,70E-05;A1;B50;C6;DR8
258;1;51;1;11;3,88E-06;A1;B51;C1;DR11
259;1;51;1;13;5,37E-05;A1;B51;C1;DR13
260;1;51;12;14;6,56E-05;A1;B51;C12;DR14
261;1;51;12;16;1,33E-05;A1;B51;C12;DR16
262;1;51;14;1;7,24E-05;A1;B51;C14;DR1
263;1;51;14;10;6,10E-07;A1;B51;C14;DR10
264;1;51;14;11;0,00034732;A1;B51;C14;DR11
265;1;51;14;13;0,000281561;A1;B51;C14;DR13
266;1;51;14;14;0,000126749;A1;B51;C14;DR14
267;1;51;14;15;3,60E-05;A1;B51;C14;DR15
268;1;51;14;16;2,04E-05;A1;B51;C14;DR16
269;1;51;14;3;0,000323817;A1;B51;C14;DR3
270;1;51;14;4;0,000724159;A1;B51;C14;DR4
271;1;51;14;7;5,60E-05;A1;B51;C14;DR7
272;1;51;14;8;0,000360428;A1;B51;C14;DR8
273;1;51;15;1;0,000152835;A1;B51;C15;DR1
274;1;51;15;11;9,83E-05;A1;B51;C15;DR11
275;1;51;15;12;1,53E-05;A1;B51;C15;DR12
276;1;51;15;13;0,000122526;A1;B51;C15;DR13
277;1;51;15;14;9,12E-06;A1;B51;C15;DR14
278;1;51;15;15;0,00011584;A1;B51;C15;DR15
279;1;51;15;3;5,81E-05;A1;B51;C15;DR3
280;1;51;15;4;0,002307791;A1;B51;C15;DR4
281;1;51;15;7;1,72E-05;A1;B51;C15;DR7
282;1;51;15;8;8,95E-05;A1;B51;C15;DR8
283;1;51;16;11;6,42E-05;A1;B51;C16;DR11
284;1;51;16;13;0,000253467;A1;B51;C16;DR13
285;1;51;16;16;6,71E-05;A1;B51;C16;DR16
286;1;51;16;3;4,65E-05;A1;B51;C16;DR3
287;1;51;16;7;7,15E-05;A1;B51;C16;DR7
288;1;51;16;9;1,27E-05;A1;B51;C16;DR9
289;1;51;2;11;4,83E-05;A1;B51;C2;DR11
290;1;51;2;16;4,20E-05;A1;B51;C2;DR16
291;1;51;2;3;6,28E-05;A1;B51;C2;DR3
292;1;51;2;7;3,53E-05;A1;B51;C2;DR7
293;1;51;4;3;2,45E-05;A1;B51;C4;DR3
294;1;51;5;11;6,13E-05;A1;B51;C5;DR11
295;1;51;6;14;9,13E-05;A1;B51;C6;DR14
296;1;51;7;3;2,63E-05;A1;B51;C7;DR3
297;1;51;7;4;1,95E-05;A1;B51;C7;DR4
298;1;52;12;1;4,31E-05;A1;B52;C12;DR1
299;1;52;12;11;2,32E-05;A1;B52;C12;DR11
300;1;52;12;13;0,000345721;A1;B52;C12;DR13
301;1;52;12;15;0,001780339;A1;B52;C12;DR15
302;1;52;12;3;1,50E-05;A1;B52;C12;DR3
303;1;52;12;4;5,09E-05;A1;B52;C12;DR4
304;1;52;12;7;4,03E-05;A1;B52;C12;DR7
305;1;52;12;8;0,000183391;A1;B52;C12;DR8
306;1;52;16;13;1,32E-05;A1;B52;C16;DR13
307;1;52;7;13;1,32E-05;A1;B52;C7;DR13
308;1;53;4;1;6,50E-05;A1;B53;C4;DR1
309;1;53;4;13;8,88E-05;A1;B53;C4;DR13
310;1;53;4;7;3,70E-05;A1;B53;C4;DR7
311;1;53;6;13;1,33E-05;A1;B53;C6;DR13
312;1;55;1;13;4,17E-05;A1;B55;C1;DR13
313;1;55;3;1;1,55E-05;A1;B55;C3;DR1
314;1;55;3;11;0,000191083;A1;B55;C3;DR11
315;1;55;3;12;1,26E-05;A1;B55;C3;DR12
316;1;55;3;15;3,34E-05;A1;B55;C3;DR15
317;1;55;3;16;9,74E-05;A1;B55;C3;DR16
318;1;55;3;4;2,92E-05;A1;B55;C3;DR4
319;1;55;3;7;1,73E-05;A1;B55;C3;DR7
320;1;55;7;8;1,21E-05;A1;B55;C7;DR8
321;1;56;1;1;2,04E-05;A1;B56;C1;DR1
322;1;56;1;13;3,96E-05;A1;B56;C1;DR13
323;1;56;1;14;2,46E-05;A1;B56;C1;DR14
324;1;56;1;15;3,32E-05;A1;B56;C1;DR15
325;1;56;2;13;1,32E-05;A1;B56;C2;DR13
326;1;57;12;7;2,78E-05;A1;B57;C12;DR7
327;1;57;18;13;1,51E-05;A1;B57;C18;DR13
328;1;57;18;15;8,09E-05;A1;B57;C18;DR15
329;1;57;5;14;1,32E-05;A1;B57;C5;DR14
330;1;57;6;1;0,000153935;A1;B57;C6;DR1
331;1;57;6;10;7,18E-05;A1;B57;C6;DR10
332;1;57;6;11;0,00019013;A1;B57;C6;DR11
333;1;57;6;13;0,000127566;A1;B57;C6;DR13
334;1;57;6;14;1,35E-05;A1;B57;C6;DR14
335;1;57;6;15;0,000191313;A1;B57;C6;DR15
336;1;57;6;16;0,000103122;A1;B57;C6;DR16
337;1;57;6;3;5,49E-05;A1;B57;C6;DR3
338;1;57;6;4;0,00127431;A1;B57;C6;DR4
339;1;57;6;7;0,003448113;A1;B57;C6;DR7
340;1;57;6;8;5,02E-05;A1;B57;C6;DR8
341;1;57;7;1;2,25E-05;A1;B57;C7;DR1
342;1;57;7;10;2,35E-05;A1;B57;C7;DR10
343;1;57;7;11;6,68E-05;A1;B57;C7;DR11
344;1;57;7;12;6,15E-05;A1;B57;C7;DR12
345;1;57;7;13;0,000416618;A1;B57;C7;DR13
346;1;57;7;15;6,96E-05;A1;B57;C7;DR15
347;1;57;7;16;3,49E-05;A1;B57;C7;DR16
348;1;57;7;3;0,000635145;A1;B57;C7;DR3
349;1;57;7;4;0,000330319;A1;B57;C7;DR4
350;1;57;7;7;0,004235581;A1;B57;C7;DR7
351;1;57;7;8;1,91E-09;A1;B57;C7;DR8
352;1;58;3;10;1,05E-05;A1;B58;C3;DR10
353;1;58;3;11;0,000139053;A1;B58;C3;DR11
354;1;58;3;13;2,17E-05;A1;B58;C3;DR13
355;1;58;3;15;3,64E-05;A1;B58;C3;DR15
356;1;58;3;16;1,32E-05;A1;B58;C3;DR16
357;1;58;3;3;0,000118404;A1;B58;C3;DR3
358;1;58;3;4;2,30E-05;A1;B58;C3;DR4
359;1;58;3;7;3,60E-05;A1;B58;C3;DR7
360;1;58;3;8;9,29E-06;A1;B58;C3;DR8
361;1;58;7;1;6,44E-05;A1;B58;C7;DR1
362;1;58;7;11;0,000276706;A1;B58;C7;DR11
363;1;58;7;13;0,00100239;A1;B58;C7;DR13
364;1;58;7;14;1,57E-05;A1;B58;C7;DR14
365;1;58;7;15;0,000203267;A1;B58;C7;DR15
366;1;58;7;3;0,000108538;A1;B58;C7;DR3
367;1;58;7;7;0,001016461;A1;B58;C7;DR7
368;1;58;7;8;0,000488659;A1;B58;C7;DR8
369;1;58;7;9;1,00E-05;A1;B58;C7;DR9
370;1;7;15;11;4,36E-05;A1;B7;C15;DR11
371;1;7;15;13;3,16E-05;A1;B7;C15;DR13
372;1;7;15;16;3,97E-05;A1;B7;C15;DR16
373;1;7;15;3;1,92E-06;A1;B7;C15;DR3
374;1;7;15;4;0,000604458;A1;B7;C15;DR4
375;1;7;15;7;0,000295104;A1;B7;C15;DR7
376;1;7;4;1;1,39E-05;A1;B7;C4;DR1
377;1;7;4;15;1,32E-05;A1;B7;C4;DR15
378;1;7;7;1;4,86E-05;A1;B7;C7;DR1
379;1;7;7;11;8,13E-05;A1;B7;C7;DR11
380;1;7;7;12;1,87E-05;A1;B7;C7;DR12
381;1;7;7;13;0,000365358;A1;B7;C7;DR13
382;1;7;7;14;3,18E-05;A1;B7;C7;DR14
383;1;7;7;15;0,001204114;A1;B7;C7;DR15
384;1;7;7;16;8,62E-05;A1;B7;C7;DR16
385;1;7;7;3;2,31E-05;A1;B7;C7;DR3
386;1;7;7;4;0,000106828;A1;B7;C7;DR4
387;1;7;7;7;0,000143506;A1;B7;C7;DR7
388;1;73;15;4;1,54E-05;A1;B73;C15;DR4
389;1;8;16;3;1,34E-05;A1;B8;C16;DR3
390;1;8;3;3;1,48E-05;A1;B8;C3;DR3
391;1;8;7;1;0,001038587;A1;B8;C7;DR1
392;1;8;7;10;0,0002451;A1;B8;C7;DR10
393;1;8;7;11;0,001362587;A1;B8;C7;DR11
394;1;8;7;12;0,00036085;A1;B8;C7;DR12
395;1;8;7;13;0,001335508;A1;B8;C7;DR13
396;1;8;7;14;0,000138318;A1;B8;C7;DR14
397;1;8;7;15;0,001431218;A1;B8;C7;DR15
398;1;8;7;16;0,000334308;A1;B8;C7;DR16
399;1;8;7;3;0,030571922;A1;B8;C7;DR3
400;1;8;7;4;0,00073109;A1;B8;C7;DR4
401;1;8;7;7;0,003019784;A1;B8;C7;DR7
402;1;8;7;8;0,000230495;A1;B8;C7;DR8
403;1;8;7;9;0,000123142;A1;B8;C7;DR9
404;1;81;18;1;1,34E-05;A1;B81;C18;DR1
405;1;81;18;4;2,61E-05;A1;B81;C18;DR4
406;11;13;2;15;1,32E-05;A11;B13;C2;DR15
407;11;13;4;4;2,55E-05;A11;B13;C4;DR4
408;11;13;4;7;1,40E-05;A11;B13;C4;DR7
409;11;13;6;10;3,46E-06;A11;B13;C6;DR10
410;11;13;6;15;5,96E-06;A11;B13;C6;DR15
411;11;13;6;7;9,62E-05;A11;B13;C6;DR7
412;11;13;6;8;9,67E-06;A11;B13;C6;DR8
413;11;14;2;1;5,56E-05;A11;B14;C2;DR1
414;11;14;6;15;2,64E-05;A11;B14;C6;DR15
415;11;14;6;16;2,02E-05;A11;B14;C6;DR16
416;11;14;6;7;0,00037951;A11;B14;C6;DR7
417;11;14;8;1;0,00208523;A11;B14;C8;DR1
418;11;14;8;11;0,000175304;A11;B14;C8;DR11
419;11;14;8;13;5,88E-05;A11;B14;C8;DR13
420;11;14;8;15;7,21E-05;A11;B14;C8;DR15
421;11;14;8;3;6,51E-05;A11;B14;C8;DR3
422;11;14;8;4;0,000399993;A11;B14;C8;DR4
423;11;14;8;7;0,00101299;A11;B14;C8;DR7
424;11;15;1;1;0,000246231;A11;B15;C1;DR1
425;11;15;1;14;3,24E-06;A11;B15;C1;DR14
426;11;15;1;8;1,61E-05;A11;B15;C1;DR8
427;11;15;12;7;3,95E-05;A11;B15;C12;DR7
428;11;15;14;1;1,52E-05;A11;B15;C14;DR1
429;11;15;14;11;5,44E-06;A11;B15;C14;DR11
430;11;15;14;4;1,79E-05;A11;B15;C14;DR4
431;11;15;14;7;4,05E-05;A11;B15;C14;DR7
432;11;15;16;11;1,07E-05;A11;B15;C16;DR11
433;11;15;16;7;3,67E-05;A11;B15;C16;DR7
434;11;15;2;13;2,01E-05;A11;B15;C2;DR13
435;11;15;3;14;1,79E-05;A11;B15;C3;DR14
436;11;15;3;4;0,000150446;A11;B15;C3;DR4
437;11;15;3;7;3,92E-05;A11;B15;C3;DR7
438;11;15;4;13;1,62E-05;A11;B15;C4;DR13
439;11;15;4;15;5,50E-06;A11;B15;C4;DR15
440;11;15;4;4;0,0001021;A11;B15;C4;DR4
441;11;15;7;1;1,29E-05;A11;B15;C7;DR1
442;11;15;7;11;0,000665727;A11;B15;C7;DR11
443;11;15;7;12;1,46E-05;A11;B15;C7;DR12
444;11;15;7;13;0,00028976;A11;B15;C7;DR13
445;11;15;7;15;2,92E-05;A11;B15;C7;DR15
446;11;15;7;3;0,000149047;A11;B15;C7;DR3
447;11;15;7;4;0,0002128;A11;B15;C7;DR4
448;11;15;8;12;1,32E-05;A11;B15;C8;DR12
449;11;18;12;1;2,09E-05;A11;B18;C12;DR1
450;11;18;12;11;0,0001703;A11;B18;C12;DR11
451;11;18;12;14;2,17E-05;A11;B18;C12;DR14
452;11;18;12;15;6,72E-05;A11;B18;C12;DR15
453;11;18;12;16;2,32E-05;A11;B18;C12;DR16
454;11;18;12;4;1,20E-05;A11;B18;C12;DR4
455;11;18;12;8;0,000170589;A11;B18;C12;DR8
456;11;18;5;10;1,75E-05;A11;B18;C5;DR10
457;11;18;5;11;3,95E-05;A11;B18;C5;DR11
458;11;18;5;13;1,70E-05;A11;B18;C5;DR13
459;11;18;5;14;2,81E-05;A11;B18;C5;DR14
460;11;18;5;15;1,89E-05;A11;B18;C5;DR15
461;11;18;5;3;0,000770356;A11;B18;C5;DR3
462;11;18;5;4;3,49E-05;A11;B18;C5;DR4
463;11;18;7;1;0,000288352;A11;B18;C7;DR1
464;11;18;7;10;3,15E-05;A11;B18;C7;DR10
465;11;18;7;11;0,000154011;A11;B18;C7;DR11
466;11;18;7;13;0,000124113;A11;B18;C7;DR13
467;11;18;7;14;0,000143171;A11;B18;C7;DR14
468;11;18;7;15;3,07E-05;A11;B18;C7;DR15
469;11;18;7;3;4,13E-06;A11;B18;C7;DR3
470;11;18;7;4;0,000883539;A11;B18;C7;DR4
