;A;B;C;DR;freq;AA;BB;CC;DDR
1205;2;51;15;9;0,000260331;A2;B51;C15;DR9
1206;2;51;16;1;0,000212248;A2;B51;C16;DR1
1207;2;51;16;11;0,001146229;A2;B51;C16;DR11
1208;2;51;16;12;0,000420779;A2;B51;C16;DR12
1209;2;51;16;13;0,000714489;A2;B51;C16;DR13
1210;2;51;16;14;0,00022499;A2;B51;C16;DR14
1211;2;51;16;15;0,000391209;A2;B51;C16;DR15
1212;2;51;16;16;0,000365633;A2;B51;C16;DR16
1213;2;51;16;3;0,000256654;A2;B51;C16;DR3
1214;2;51;16;4;0,000205097;A2;B51;C16;DR4
1215;2;51;16;7;0,001117442;A2;B51;C16;DR7
1216;2;51;2;1;0,00044549;A2;B51;C2;DR1
1217;2;51;2;11;0,001774974;A2;B51;C2;DR11
1218;2;51;2;12;0,000169095;A2;B51;C2;DR12
1219;2;51;2;13;0,00103343;A2;B51;C2;DR13
1220;2;51;2;14;4,69E-05;A2;B51;C2;DR14
1221;2;51;2;15;0,001124629;A2;B51;C2;DR15
1222;2;51;2;16;0,000193383;A2;B51;C2;DR16
1223;2;51;2;3;0,000124593;A2;B51;C2;DR3
1224;2;51;2;4;0,001326361;A2;B51;C2;DR4
1225;2;51;2;7;0,000664243;A2;B51;C2;DR7
1226;2;51;2;8;0,00096049;A2;B51;C2;DR8
1227;2;51;3;14;1,35E-05;A2;B51;C3;DR14
1228;2;51;3;9;5,06E-05;A2;B51;C3;DR9
1229;2;51;4;13;2,80E-05;A2;B51;C4;DR13
1230;2;51;4;16;0,000145073;A2;B51;C4;DR16
1231;2;51;4;4;0,000766699;A2;B51;C4;DR4
1232;2;51;4;8;0,000556275;A2;B51;C4;DR8
1233;2;51;5;11;0,000332779;A2;B51;C5;DR11
1234;2;51;5;4;2,71E-05;A2;B51;C5;DR4
1235;2;51;5;7;3,33E-05;A2;B51;C5;DR7
1236;2;51;5;9;5,23E-05;A2;B51;C5;DR9
1237;2;51;7;10;0,000135565;A2;B51;C7;DR10
1238;2;51;7;11;0,000148207;A2;B51;C7;DR11
1239;2;51;7;13;0,002070308;A2;B51;C7;DR13
1240;2;51;7;15;0,000222678;A2;B51;C7;DR15
1241;2;51;7;3;1,99E-05;A2;B51;C7;DR3
1242;2;51;7;4;0,000275242;A2;B51;C7;DR4
1243;2;51;7;7;0,000144882;A2;B51;C7;DR7
1244;2;51;7;8;0,000289164;A2;B51;C7;DR8
1245;2;52;12;1;6,28E-05;A2;B52;C12;DR1
1246;2;52;12;14;2,27E-05;A2;B52;C12;DR14
1247;2;52;12;15;0,000631659;A2;B52;C12;DR15
1248;2;52;12;3;5,15E-05;A2;B52;C12;DR3
1249;2;52;14;3;1,32E-05;A2;B52;C14;DR3
1250;2;52;15;14;2,63E-05;A2;B52;C15;DR14
1251;2;52;15;15;1,19E-05;A2;B52;C15;DR15
1252;2;52;15;8;2,63E-05;A2;B52;C15;DR8
1253;2;53;4;13;0,001340375;A2;B53;C4;DR13
1254;2;53;4;7;4,35E-05;A2;B53;C4;DR7
1255;2;53;5;8;1,32E-05;A2;B53;C5;DR8
1256;2;55;1;11;3,14E-05;A2;B55;C1;DR11
1257;2;55;1;13;0,00023529;A2;B55;C1;DR13
1258;2;55;1;7;1,09E-05;A2;B55;C1;DR7
1259;2;55;15;13;2,63E-05;A2;B55;C15;DR13
1260;2;55;16;4;1,32E-05;A2;B55;C16;DR4
1261;2;55;3;1;7,63E-05;A2;B55;C3;DR1
1262;2;55;3;11;7,32E-05;A2;B55;C3;DR11
1263;2;55;3;13;3,60E-05;A2;B55;C3;DR13
1264;2;55;3;14;0,00038865;A2;B55;C3;DR14
1265;2;55;3;15;3,56E-05;A2;B55;C3;DR15
1266;2;55;3;16;1,22E-05;A2;B55;C3;DR16
1267;2;55;3;3;1,70E-05;A2;B55;C3;DR3
1268;2;55;3;4;0,000229912;A2;B55;C3;DR4
1269;2;55;3;7;0,000187238;A2;B55;C3;DR7
1270;2;55;4;3;7,30E-06;A2;B55;C4;DR3
1271;2;56;1;1;0,000745256;A2;B56;C1;DR1
1272;2;56;1;11;0,000133129;A2;B56;C1;DR11
1273;2;56;1;13;8,59E-06;A2;B56;C1;DR13
1274;2;56;1;15;4,55E-05;A2;B56;C1;DR15
1275;2;56;1;16;1,63E-05;A2;B56;C1;DR16
1276;2;56;1;3;3,68E-05;A2;B56;C1;DR3
1277;2;56;1;4;3,08E-05;A2;B56;C1;DR4
1278;2;56;1;7;0,000190455;A2;B56;C1;DR7
1279;2;56;1;8;0,000322448;A2;B56;C1;DR8
1280;2;56;2;1;3,07E-05;A2;B56;C2;DR1
1281;2;56;2;13;7,78E-05;A2;B56;C2;DR13
1282;2;56;5;8;2,63E-05;A2;B56;C5;DR8
1283;2;57;12;7;8,39E-05;A2;B57;C12;DR7
1284;2;57;18;1;1,58E-05;A2;B57;C18;DR1
1285;2;57;18;15;7,17E-05;A2;B57;C18;DR15
1286;2;57;2;7;1,60E-05;A2;B57;C2;DR7
1287;2;57;5;4;1,40E-05;A2;B57;C5;DR4
1288;2;57;6;1;6,24E-06;A2;B57;C6;DR1
1289;2;57;6;10;0,000168521;A2;B57;C6;DR10
1290;2;57;6;11;2,48E-05;A2;B57;C6;DR11
1291;2;57;6;12;2,61E-05;A2;B57;C6;DR12
1292;2;57;6;13;0,000130447;A2;B57;C6;DR13
1293;2;57;6;14;1,51E-05;A2;B57;C6;DR14
1294;2;57;6;15;0,000153075;A2;B57;C6;DR15
1295;2;57;6;3;0,000158281;A2;B57;C6;DR3
1296;2;57;6;4;0,00011871;A2;B57;C6;DR4
1297;2;57;6;7;0,002359958;A2;B57;C6;DR7
1298;2;57;6;8;1,20E-05;A2;B57;C6;DR8
1299;2;57;7;1;6,95E-05;A2;B57;C7;DR1
1300;2;57;7;11;0,000106317;A2;B57;C7;DR11
1301;2;57;7;13;6,22E-05;A2;B57;C7;DR13
1302;2;57;7;15;0,000241022;A2;B57;C7;DR15
1303;2;57;7;16;2,74E-05;A2;B57;C7;DR16
1304;2;57;7;3;0,000782689;A2;B57;C7;DR3
1305;2;57;7;4;3,76E-05;A2;B57;C7;DR4
1306;2;57;7;7;0,000755627;A2;B57;C7;DR7
1307;2;57;7;8;0,000140848;A2;B57;C7;DR8
1308;2;57;8;8;1,32E-05;A2;B57;C8;DR8
1309;2;58;12;7;1,47E-05;A2;B58;C12;DR7
1310;2;58;3;11;2,84E-06;A2;B58;C3;DR11
1311;2;58;3;13;6,47E-05;A2;B58;C3;DR13
1312;2;58;3;3;0,000111588;A2;B58;C3;DR3
1313;2;58;6;11;1,49E-05;A2;B58;C6;DR11
1314;2;58;6;16;1,15E-05;A2;B58;C6;DR16
1315;2;58;7;1;0,000319796;A2;B58;C7;DR1
1316;2;58;7;10;0,000327223;A2;B58;C7;DR10
1317;2;58;7;11;0,001415198;A2;B58;C7;DR11
1318;2;58;7;13;0,001212823;A2;B58;C7;DR13
1319;2;58;7;15;0,000257648;A2;B58;C7;DR15
1320;2;58;7;16;0,000149279;A2;B58;C7;DR16
1321;2;58;7;3;9,28E-05;A2;B58;C7;DR3
1322;2;58;7;4;0,001236587;A2;B58;C7;DR4
1323;2;58;7;7;0,001791569;A2;B58;C7;DR7
1324;2;67;12;1;0,00013805;A2;B67;C12;DR1
1325;2;7;12;11;1,33E-05;A2;B7;C12;DR11
1326;2;7;12;16;2,66E-05;A2;B7;C12;DR16
1327;2;7;15;10;0,000567;A2;B7;C15;DR10
1328;2;7;15;11;1,39E-05;A2;B7;C15;DR11
1329;2;7;15;13;5,65E-05;A2;B7;C15;DR13
1330;2;7;15;16;5,61E-05;A2;B7;C15;DR16
1331;2;7;15;4;0,000627325;A2;B7;C15;DR4
1332;2;7;15;7;3,38E-05;A2;B7;C15;DR7
1333;2;7;16;7;1,50E-05;A2;B7;C16;DR7
1334;2;7;2;1;1,33E-05;A2;B7;C2;DR1
1335;2;7;2;15;3,77E-05;A2;B7;C2;DR15
1336;2;7;4;15;1,28E-05;A2;B7;C4;DR15
1337;2;7;5;15;4,91E-05;A2;B7;C5;DR15
1338;2;7;7;1;0,001235797;A2;B7;C7;DR1
1339;2;7;7;10;0,000133075;A2;B7;C7;DR10
1340;2;7;7;11;0,000230001;A2;B7;C7;DR11
1341;2;7;7;12;0,000588673;A2;B7;C7;DR12
1342;2;7;7;13;0,001244412;A2;B7;C7;DR13
1343;2;7;7;14;0,000212044;A2;B7;C7;DR14
1344;2;7;7;15;0,006743783;A2;B7;C7;DR15
1345;2;7;7;16;0,001424542;A2;B7;C7;DR16
1346;2;7;7;3;0,000180361;A2;B7;C7;DR3
1347;2;7;7;4;0,00051198;A2;B7;C7;DR4
1348;2;7;7;7;0,000377596;A2;B7;C7;DR7
1349;2;7;7;8;0,001353133;A2;B7;C7;DR8
1350;2;7;7;9;2,73E-05;A2;B7;C7;DR9
1351;2;73;15;4;0,000224556;A2;B73;C15;DR4
1352;2;8;12;4;1,32E-05;A2;B8;C12;DR4
1353;2;8;2;3;1,60E-05;A2;B8;C2;DR3
1354;2;8;3;11;1,57E-05;A2;B8;C3;DR11
1355;2;8;3;7;4,97E-06;A2;B8;C3;DR7
1356;2;8;5;3;2,40E-05;A2;B8;C5;DR3
1357;2;8;6;12;1,32E-05;A2;B8;C6;DR12
1358;2;8;6;3;1,53E-05;A2;B8;C6;DR3
1359;2;8;6;7;1,34E-05;A2;B8;C6;DR7
1360;2;8;7;1;7,23E-05;A2;B8;C7;DR1
1361;2;8;7;10;0,000245415;A2;B8;C7;DR10
1362;2;8;7;11;0,000189315;A2;B8;C7;DR11
1363;2;8;7;12;5,22E-05;A2;B8;C7;DR12
1364;2;8;7;13;0,000410265;A2;B8;C7;DR13
1365;2;8;7;15;0,000270145;A2;B8;C7;DR15
1366;2;8;7;16;1,57E-05;A2;B8;C7;DR16
1367;2;8;7;3;0,005429645;A2;B8;C7;DR3
1368;2;8;7;4;0,000262001;A2;B8;C7;DR4
1369;2;8;7;7;0,000227446;A2;B8;C7;DR7
1370;2;8;7;8;2,42E-05;A2;B8;C7;DR8
1371;2;8;7;9;1,46E-05;A2;B8;C7;DR9
1372;23;13;5;14;5,59E-06;A23;B13;C5;DR14
1373;23;13;6;1;1,48E-05;A23;B13;C6;DR1
1374;23;13;6;10;1,32E-05;A23;B13;C6;DR10
1375;23;13;6;7;4,35E-05;A23;B13;C6;DR7
1376;23;14;2;1;0,000462959;A23;B14;C2;DR1
1377;23;14;2;13;1,85E-05;A23;B14;C2;DR13
1378;23;14;2;7;0,000429633;A23;B14;C2;DR7
1379;23;14;8;1;0,000971412;A23;B14;C8;DR1
1380;23;14;8;10;3,70E-06;A23;B14;C8;DR10
1381;23;14;8;11;3,14E-05;A23;B14;C8;DR11
1382;23;14;8;13;3,32E-05;A23;B14;C8;DR13
1383;23;14;8;14;4,14E-05;A23;B14;C8;DR14
1384;23;14;8;15;0,000441836;A23;B14;C8;DR15
1385;23;14;8;16;5,45E-06;A23;B14;C8;DR16
1386;23;14;8;3;3,22E-05;A23;B14;C8;DR3
1387;23;14;8;4;5,48E-05;A23;B14;C8;DR4
1388;23;14;8;7;0,000172209;A23;B14;C8;DR7
1389;23;14;8;9;5,19E-05;A23;B14;C8;DR9
1390;23;15;1;8;8,85E-06;A23;B15;C1;DR8
1391;23;15;14;1;6,87E-05;A23;B15;C14;DR1
1392;23;15;16;11;1,39E-05;A23;B15;C16;DR11
1393;23;15;16;13;5,70E-05;A23;B15;C16;DR13
1394;23;15;2;11;3,03E-05;A23;B15;C2;DR11
1395;23;15;2;13;7,76E-05;A23;B15;C2;DR13
1396;23;15;2;15;1,20E-05;A23;B15;C2;DR15
1397;23;15;2;7;0,000116681;A23;B15;C2;DR7
1398;23;15;3;1;3,40E-05;A23;B15;C3;DR1
1399;23;15;3;11;1,65E-05;A23;B15;C3;DR11
1400;23;15;3;13;4,37E-05;A23;B15;C3;DR13
1401;23;15;3;15;3,20E-05;A23;B15;C3;DR15
1402;23;15;3;4;4,64E-05;A23;B15;C3;DR4
1403;23;15;3;8;2,99E-05;A23;B15;C3;DR8
1404;23;15;4;8;2,68E-05;A23;B15;C4;DR8
1405;23;15;6;3;9,61E-06;A23;B15;C6;DR3
1406;23;15;7;11;3,08E-05;A23;B15;C7;DR11
1407;23;15;7;13;0,000100393;A23;B15;C7;DR13
1408;23;18;1;16;1,32E-05;A23;B18;C1;DR16
1409;23;18;12;1;1,23E-05;A23;B18;C12;DR1
1410;23;18;12;13;1,46E-05;A23;B18;C12;DR13
1411;23;18;12;15;3,83E-05;A23;B18;C12;DR15
1412;23;18;12;16;2,54E-06;A23;B18;C12;DR16
1413;23;18;2;11;8,55E-06;A23;B18;C2;DR11
1414;23;18;2;13;1,38E-05;A23;B18;C2;DR13
1415;23;18;4;11;1,33E-05;A23;B18;C4;DR11
1416;23;18;4;16;1,32E-05;A23;B18;C4;DR16
1417;23;18;5;3;5,12E-05;A23;B18;C5;DR3
1418;23;18;5;4;1,38E-05;A23;B18;C5;DR4
1419;23;18;5;7;3,51E-06;A23;B18;C5;DR7
1420;23;18;7;11;6,53E-05;A23;B18;C7;DR11
1421;23;18;7;13;3,03E-05;A23;B18;C7;DR13
1422;23;18;7;15;0,000220742;A23;B18;C7;DR15
1423;23;18;7;3;5,20E-05;A23;B18;C7;DR3
1424;23;18;7;7;1,75E-05;A23;B18;C7;DR7
1425;23;18;7;9;2,32E-05;A23;B18;C7;DR9
1426;23;27;1;11;2,64E-05;A23;B27;C1;DR11
1427;23;27;1;12;8,19E-06;A23;B27;C1;DR12
1428;23;27;1;3;3,70E-05;A23;B27;C1;DR3
1429;23;27;15;11;0,000226249;A23;B27;C15;DR11
1430;23;27;2;11;3,74E-05;A23;B27;C2;DR11
1431;23;27;2;13;0,000130912;A23;B27;C2;DR13
1432;23;27;2;15;1,45E-05;A23;B27;C2;DR15
1433;23;27;2;4;2,68E-05;A23;B27;C2;DR4
1434;23;27;2;7;5,82E-05;A23;B27;C2;DR7
1435;23;35;1;7;1,13E-05;A23;B35;C1;DR7
1436;23;35;2;7;9,96E-06;A23;B35;C2;DR7
1437;23;35;3;15;3,95E-05;A23;B35;C3;DR15
1438;23;35;4;1;0,000173228;A23;B35;C4;DR1
1439;23;35;4;11;3,19E-05;A23;B35;C4;DR11
1440;23;35;4;13;0,000216668;A23;B35;C4;DR13
1441;23;35;4;14;0,000189634;A23;B35;C4;DR14
1442;23;35;4;16;0,000160425;A23;B35;C4;DR16
1443;23;35;4;3;3,67E-05;A23;B35;C4;DR3
1444;23;35;4;7;6,64E-05;A23;B35;C4;DR7
1445;23;35;4;8;2,29E-05;A23;B35;C4;DR8
1446;23;35;6;13;1,33E-05;A23;B35;C6;DR13
1447;23;35;7;1;1,32E-05;A23;B35;C7;DR1
1448;23;35;7;11;1,32E-05;A23;B35;C7;DR11
1449;23;35;7;14;1,32E-05;A23;B35;C7;DR14
1450;23;35;7;9;1,63E-05;A23;B35;C7;DR9
1451;23;37;15;12;1,25E-05;A23;B37;C15;DR12
1452;23;37;6;13;0,000104769;A23;B37;C6;DR13
1453;23;37;6;7;7,95E-06;A23;B37;C6;DR7
1454;23;37;6;8;9,13E-05;A23;B37;C6;DR8
1455;23;38;12;1;0,000248371;A23;B38;C12;DR1
1456;23;38;12;10;1,02E-05;A23;B38;C12;DR10
1457;23;38;12;11;3,60E-05;A23;B38;C12;DR11
1458;23;38;12;16;0,000155594;A23;B38;C12;DR16
1459;23;38;12;7;9,33E-06;A23;B38;C12;DR7
1460;23;39;12;16;1,41E-05;A23;B39;C12;DR16
1461;23;39;7;1;5,59E-05;A23;B39;C7;DR1
1462;23;39;7;10;1,41E-05;A23;B39;C7;DR10
1463;23;39;7;13;1,31E-05;A23;B39;C7;DR13
1464;23;39;7;4;9,48E-06;A23;B39;C7;DR4
1465;23;39;7;8;0,000103582;A23;B39;C7;DR8
1466;23;40;15;1;1,23E-05;A23;B40;C15;DR1
1467;23;40;2;13;3,52E-05;A23;B40;C2;DR13
1468;23;40;2;14;3,52E-06;A23;B40;C2;DR14
1469;23;40;2;7;0,000168482;A23;B40;C2;DR7
1470;23;40;3;13;2,61E-05;A23;B40;C3;DR13
1471;23;40;3;15;4,68E-05;A23;B40;C3;DR15
1472;23;40;3;4;9,92E-05;A23;B40;C3;DR4
1473;23;40;7;4;2,63E-05;A23;B40;C7;DR4
1474;23;41;17;1;5,01E-05;A23;B41;C17;DR1
1475;23;41;17;11;2,49E-05;A23;B41;C17;DR11
1476;23;41;17;15;1,99E-05;A23;B41;C17;DR15
1477;23;41;17;7;0,000242339;A23;B41;C17;DR7
1478;23;41;7;13;6,83E-05;A23;B41;C7;DR13
1479;23;42;17;11;2,05E-05;A23;B42;C17;DR11
1480;23;42;17;3;2,62E-05;A23;B42;C17;DR3
1481;23;44;12;3;7,84E-06;A23;B44;C12;DR3
1482;23;44;14;7;3,97E-05;A23;B44;C14;DR7
1483;23;44;16;1;3,37E-05;A23;B44;C16;DR1
1484;23;44;16;13;8,39E-06;A23;B44;C16;DR13
1485;23;44;16;15;1,43E-05;A23;B44;C16;DR15
1486;23;44;16;4;2,93E-05;A23;B44;C16;DR4
1487;23;44;16;7;0,001402229;A23;B44;C16;DR7
1488;23;44;17;4;1,32E-05;A23;B44;C17;DR4
1489;23;44;2;1;0,000565415;A23;B44;C2;DR1
1490;23;44;2;10;1,35E-05;A23;B44;C2;DR10
1491;23;44;2;13;0,000522495;A23;B44;C2;DR13
1492;23;44;2;15;3,42E-05;A23;B44;C2;DR15
1493;23;44;2;3;0,000159004;A23;B44;C2;DR3
1494;23;44;4;1;0,000881491;A23;B44;C4;DR1
1495;23;44;4;10;0,000192503;A23;B44;C4;DR10
1496;23;44;4;11;0,000665367;A23;B44;C4;DR11
1497;23;44;4;12;4,84E-05;A23;B44;C4;DR12
1498;23;44;4;13;0,001244025;A23;B44;C4;DR13
1499;23;44;4;14;5,53E-05;A23;B44;C4;DR14
1500;23;44;4;15;0,000635053;A23;B44;C4;DR15
1501;23;44;4;16;4,24E-05;A23;B44;C4;DR16
1502;23;44;4;3;0,000311853;A23;B44;C4;DR3
1503;23;44;4;4;0,000698094;A23;B44;C4;DR4
1504;23;44;4;7;0,010009405;A23;B44;C4;DR7
1505;23;44;4;8;5,87E-05;A23;B44;C4;DR8
1506;23;44;5;10;1,43E-05;A23;B44;C5;DR10
1507;23;44;5;12;3,43E-05;A23;B44;C5;DR12
1508;23;44;5;13;5,09E-05;A23;B44;C5;DR13
1509;23;44;5;3;3,73E-05;A23;B44;C5;DR3
1510;23;44;5;4;0,000146585;A23;B44;C5;DR4
1511;23;44;5;7;4,91E-05;A23;B44;C5;DR7
1512;23;44;5;8;1,47E-05;A23;B44;C5;DR8
1513;23;44;6;1;0,000135124;A23;B44;C6;DR1
1514;23;44;6;7;3,47E-05;A23;B44;C6;DR7
1515;23;44;7;11;1,55E-05;A23;B44;C7;DR11
1516;23;45;16;7;8,27E-06;A23;B45;C16;DR7
1517;23;45;6;13;7,79E-05;A23;B45;C6;DR13
1518;23;45;6;3;1,54E-06;A23;B45;C6;DR3
1519;23;45;6;4;0,000525469;A23;B45;C6;DR4
1520;23;45;6;7;0,000879055;A23;B45;C6;DR7
1521;23;45;6;9;2,60E-05;A23;B45;C6;DR9
1522;23;47;6;11;1,29E-05;A23;B47;C6;DR11
1523;23;49;15;13;0;A23;B49;C15;DR13
1524;23;49;15;8;1,32E-05;A23;B49;C15;DR8
1525;23;49;3;10;1,36E-05;A23;B49;C3;DR10
1526;23;49;7;1;0,000203707;A23;B49;C7;DR1
1527;23;49;7;10;0,000546475;A23;B49;C7;DR10
1528;23;49;7;11;0,000956962;A23;B49;C7;DR11
1529;23;49;7;13;0,002361252;A23;B49;C7;DR13
1530;23;49;7;14;2,02E-05;A23;B49;C7;DR14
1531;23;49;7;15;0,001402799;A23;B49;C7;DR15
1532;23;49;7;3;2,61E-05;A23;B49;C7;DR3
1533;23;49;7;4;0,000559309;A23;B49;C7;DR4
1534;23;49;7;7;0,000118378;A23;B49;C7;DR7
1535;23;49;7;8;0,001011864;A23;B49;C7;DR8
1536;23;50;4;11;0,00048922;A23;B50;C4;DR11
1537;23;50;4;13;0,000135673;A23;B50;C4;DR13
1538;23;50;4;14;0,00130483;A23;B50;C4;DR14
1539;23;50;4;15;5,80E-05;A23;B50;C4;DR15
1540;23;50;4;4;1,57E-05;A23;B50;C4;DR4
1541;23;50;4;7;2,86E-05;A23;B50;C4;DR7
1542;23;50;4;8;3,40E-05;A23;B50;C4;DR8
1543;23;50;5;1;2,64E-05;A23;B50;C5;DR1
1544;23;50;5;11;5,18E-05;A23;B50;C5;DR11
1545;23;50;5;13;0,000246136;A23;B50;C5;DR13
1546;23;50;5;14;2,06E-05;A23;B50;C5;DR14
1547;23;50;5;16;8,35E-06;A23;B50;C5;DR16
1548;23;50;5;7;5,69E-05;A23;B50;C5;DR7
1549;23;50;6;10;1,53E-05;A23;B50;C6;DR10
1550;23;50;6;11;0,000246862;A23;B50;C6;DR11
1551;23;50;6;13;1,11E-05;A23;B50;C6;DR13
1552;23;50;6;15;4,02E-05;A23;B50;C6;DR15
1553;23;50;6;3;0,000921285;A23;B50;C6;DR3
1554;23;50;6;4;0,000382904;A23;B50;C6;DR4
1555;23;50;6;7;0,000664872;A23;B50;C6;DR7
1556;23;50;6;8;3,99E-05;A23;B50;C6;DR8
1557;23;50;6;9;1,32E-05;A23;B50;C6;DR9
1558;23;51;1;10;1,35E-05;A23;B51;C1;DR10
1559;23;51;1;15;1,10E-05;A23;B51;C1;DR15
1560;23;51;12;11;1,22E-05;A23;B51;C12;DR11
1561;23;51;12;8;1,18E-05;A23;B51;C12;DR8
1562;23;51;14;1;1,72E-05;A23;B51;C14;DR1
1563;23;51;14;13;2,47E-05;A23;B51;C14;DR13
1564;23;51;14;16;1,32E-05;A23;B51;C14;DR16
1565;23;51;14;7;7,35E-05;A23;B51;C14;DR7
1566;23;51;15;11;2,95E-05;A23;B51;C15;DR11
1567;23;51;15;13;1,82E-05;A23;B51;C15;DR13
1568;23;51;15;15;8,52E-05;A23;B51;C15;DR15
1569;23;51;15;3;2,52E-05;A23;B51;C15;DR3
1570;23;51;15;4;4,49E-05;A23;B51;C15;DR4
1571;23;51;15;7;0,00041364;A23;B51;C15;DR7
1572;23;51;15;8;1,97E-05;A23;B51;C15;DR8
1573;23;51;16;1;3,13E-05;A23;B51;C16;DR1
1574;23;51;16;11;0,000126075;A23;B51;C16;DR11
1575;23;51;16;15;3,11E-05;A23;B51;C16;DR15
1576;23;51;16;7;0,000142088;A23;B51;C16;DR7
1577;23;51;2;13;2,63E-05;A23;B51;C2;DR13
1578;23;51;2;15;8,20E-07;A23;B51;C2;DR15
1579;23;51;2;4;6,32E-05;A23;B51;C2;DR4
1580;23;51;2;7;0,000253858;A23;B51;C2;DR7
1581;23;51;4;13;1,52E-05;A23;B51;C4;DR13
1582;23;51;4;4;0,000423356;A23;B51;C4;DR4
1583;23;51;4;7;6,37E-05;A23;B51;C4;DR7
1584;23;51;5;3;2,97E-06;A23;B51;C5;DR3
1585;23;52;4;15;1,32E-05;A23;B52;C4;DR15
1586;23;53;3;1;1,32E-05;A23;B53;C3;DR1
1587;23;53;4;1;1,32E-05;A23;B53;C4;DR1
1588;23;53;4;3;1,87E-05;A23;B53;C4;DR3
1589;23;53;6;3;3,95E-05;A23;B53;C6;DR3
1590;23;53;7;4;1,32E-05;A23;B53;C7;DR4
1591;23;55;1;13;0,000118168;A23;B55;C1;DR13
1592;23;55;1;7;3,17E-05;A23;B55;C1;DR7
1593;23;55;1;8;1,86E-05;A23;B55;C1;DR8
1594;23;55;3;14;1,59E-05;A23;B55;C3;DR14
1595;23;55;3;15;8,83E-06;A23;B55;C3;DR15
1596;23;55;3;16;2,65E-05;A23;B55;C3;DR16
1597;23;57;16;1;1,32E-05;A23;B57;C16;DR1
1598;23;57;16;7;1,73E-05;A23;B57;C16;DR7
1599;23;57;17;15;1,32E-05;A23;B57;C17;DR15
1600;23;57;2;7;1,34E-05;A23;B57;C2;DR7
1601;23;57;6;1;3,77E-05;A23;B57;C6;DR1
1602;23;57;6;13;3,19E-05;A23;B57;C6;DR13
1603;23;57;7;15;1,41E-05;A23;B57;C7;DR15
1604;23;57;7;7;0,00036485;A23;B57;C7;DR7
1605;23;57;7;8;5,41E-06;A23;B57;C7;DR8
1606;23;58;3;13;1,00E-04;A23;B58;C3;DR13
1607;23;58;3;15;1,60E-05;A23;B58;C3;DR15
1608;23;58;3;3;2,24E-05;A23;B58;C3;DR3
1609;23;58;6;7;1,32E-05;A23;B58;C6;DR7
1610;23;58;7;11;0,000216863;A23;B58;C7;DR11
1611;23;58;7;13;0,000324752;A23;B58;C7;DR13
1612;23;58;7;3;0,000110701;A23;B58;C7;DR3
1613;23;58;7;4;1,87E-05;A23;B58;C7;DR4
1614;23;58;7;7;0,000152163;A23;B58;C7;DR7
1615;23;7;15;15;1,36E-05;A23;B7;C15;DR15
1616;23;7;15;4;3,29E-05;A23;B7;C15;DR4
1617;23;7;15;7;4,91E-05;A23;B7;C15;DR7
1618;23;7;3;15;1,58E-05;A23;B7;C3;DR15
1619;23;7;3;4;1,06E-05;A23;B7;C3;DR4
1620;23;7;7;1;9,06E-05;A23;B7;C7;DR1
1621;23;7;7;11;6,03E-05;A23;B7;C7;DR11
1622;23;7;7;12;1,65E-05;A23;B7;C7;DR12
1623;23;7;7;13;0,000172718;A23;B7;C7;DR13
1624;23;7;7;15;0,000330424;A23;B7;C7;DR15
1625;23;7;7;16;2,45E-05;A23;B7;C7;DR16
1626;23;7;7;4;2,54E-05;A23;B7;C7;DR4
1627;23;8;15;7;1,31E-05;A23;B8;C15;DR7
1628;23;8;3;15;3,95E-05;A23;B8;C3;DR15
1629;23;8;7;10;1,69E-05;A23;B8;C7;DR10
1630;23;8;7;11;7,26E-05;A23;B8;C7;DR11
1631;23;8;7;13;4,90E-05;A23;B8;C7;DR13
1632;23;8;7;16;1,39E-05;A23;B8;C7;DR16
1633;23;8;7;3;0,000877381;A23;B8;C7;DR3
1634;23;8;7;7;1,77E-05;A23;B8;C7;DR7
1635;23;81;8;14;1,32E-05;A23;B81;C8;DR14
1636;24;13;3;11;6,58E-05;A24;B13;C3;DR11
1637;24;13;3;8;1,32E-05;A24;B13;C3;DR8
1638;24;13;6;13;0,000137805;A24;B13;C6;DR13
1639;24;13;6;14;4,98E-06;A24;B13;C6;DR14
1640;24;13;6;3;1,78E-05;A24;B13;C6;DR3
1641;24;13;6;7;0,000879969;A24;B13;C6;DR7
1642;24;14;2;1;0,00374036;A24;B14;C2;DR1
1643;24;14;2;11;7,14E-05;A24;B14;C2;DR11
1644;24;14;2;12;2,73E-05;A24;B14;C2;DR12
1645;24;14;2;14;1,12E-05;A24;B14;C2;DR14
1646;24;14;2;15;2,44E-05;A24;B14;C2;DR15
1647;24;14;2;16;1,51E-05;A24;B14;C2;DR16
1648;24;14;2;4;0,00012466;A24;B14;C2;DR4
1649;24;14;2;7;1,93E-05;A24;B14;C2;DR7
1650;24;14;2;8;1,19E-05;A24;B14;C2;DR8
1651;24;14;5;13;7,27E-06;A24;B14;C5;DR13
1652;24;14;5;7;7,24E-05;A24;B14;C5;DR7
1653;24;14;6;14;7,39E-06;A24;B14;C6;DR14
1654;24;14;6;4;1,35E-05;A24;B14;C6;DR4
1655;24;14;6;7;3,37E-05;A24;B14;C6;DR7
1656;24;14;7;1;3,32E-06;A24;B14;C7;DR1
1657;24;14;8;1;0,001591248;A24;B14;C8;DR1
1658;24;14;8;11;0,000247507;A24;B14;C8;DR11
1659;24;14;8;12;2,29E-05;A24;B14;C8;DR12
1660;24;14;8;13;0,000161638;A24;B14;C8;DR13
